Category,Text,Date,Name on file,CompanyA,CompanyB
8,"Remedies and Injunctive Relief. Receiving Party acknowledges that if it fails to comply with any obligation hereunder, Disclosing Party may suffer immediate, irreparable harm for which monetary damages will provide inadequate compensation and which may cause Disclosing Party to be in violation of applicable law. Receiving Party agrees that in addition to any other remedies available to it at law or in equity, Disclosing Party is entitled to seek injunctive relief to specifically enforce the terms of this Confidentiality Agreement without the necessity of posting a bond.
",11/6/2020,,"ASCENSION HEALTH RESOURCE AND SUPPLY MANAGEMENT GROUP, LLC,","ThoughtSpot, Inc."
16,"Term. This Confidentiality Agreement shall apply to Confidential Information disclosed by a party from the Disclosure Start Date relating to the Purpose until the earlier of: (i) the parties execute a contract relating to the Purpose; which shall control and supersede this Confidentiality Agreement or (ii) five (5) years following the Disclosure End Date (except for source code, which must be kept in confidence in perpetuity) (“Confidentiality Period”).   Either party may terminate this Confidentiality Agreement in writing, whereupon Receiving Party will stop all use of Disclosing Party’s Confidential Information. Regardless of any termination of this Agreement, the provisions in this Section 7 shall apply.
",11/7/2020,,"ASCENSION HEALTH RESOURCE AND SUPPLY MANAGEMENT GROUP, LLC,","ThoughtSpot, Inc."
14,"The Parties may disclose Confidential Information to one another in relation to the following Purpose:  Data reporting/visualization product.  
",8/17/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
16,"All non-disclosure obligations under this Agreement shall apply to Confidential Information disclosed by either Party during the “Disclosure Period” identified below.  At the end of the Disclosure Period, all Confidential Information shall be protected by either Party during the “Confidentiality Period” identified below.",8/18/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
1,"Definitions.
“Affiliate” means any organization, firm or entity (i) in respect of which a Party has or shall have during the term of this Agreement, an ownership interest of fifty percent or more; or (ii) which directly or indirectly through one or more intermediates, controls, is controlled by, or is in common control with a Party.
“Control” means having a right, through ownership of voting securities or otherwise, to elect management and otherwise direct policies of such entity.
 “Confidential Information” means all information disclosed during the Disclosure Period by or on behalf of either Party to the other whether disclosed in writing, orally or by inspection and may include, but is not limited to, product designs, patent applications, product and manufacturing technology, supplier data, marketing plans and consumer data, customer lists, research and development data, financial data, costs and expense data, trade secrets, processes, formulae, methods, know-how, techniques and similar information. 
“Disclosing Party” means a Party disclosing Confidential Information according to the terms and conditions set forth in this Agreement.
“Receiving Party” means a Party receiving Confidential Information according to the terms and conditions set forth in this Agreement.",8/19/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
2,"Use of Confidential Information. Receiving Party will  protect Confidential Information using at least the same degree of care with which it treats its own Confidential Information, but no less than reasonable care and will (i) not disclose or permit the disclosure of the Disclosing Party’s Confidential Information to a third party without prior written consent of the Disclosing Party; (ii) limit dissemination of the Confidential Information to those of its employees, officers, directors and Affiliates who have a need to know in relation to the Purpose; (iii) not use, or permit the use of, Confidential Information except for the Purpose; and (iv) not decompile, decode, reproduce, redesign, or reverse engineer Confidential Information or any part thereof. 
",8/20/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
4,"Exclusions.  The obligations of confidentiality assumed by the Receiving Party pursuant to this Agreement shall not apply to any information which (i) was available to the public at the time of disclosure or which subsequently becomes available to the public through no fault of Receiving Party; (ii) was in Receiving Party’s possession without any confidential obligation prior to its receipt as evidenced by written records; (iii) is required to be disclosed by law, provided that Receiving Party promptly notifies Disclosing Party of such requirement to enable Disclosing Party the opportunity to oppose such requirement or seek a protective order; and (iv) was independently developed by the Receiving Party without use of, or reliance upon, any Confidential Information, as evidenced by the Receiving Party’s written records.
It is understood for the purposes of this Agreement that specific information disclosed by either Party to the other shall not be deemed to be available to the public or in the possession of Receiving Party merely because the specific information is embraced by more general information available to the public.  Also, any combination of features or elements relating to Confidential Information shall not be deemed to be within the foregoing enumerated exclusions merely because the individual features are separately in the public domain or in the possession of Receiving Party unless the combination itself or its principle of operation were known publicly or were in the possession of Receiving Party prior to the disclosure of thereof by Disclosing Party.  The burden shall be on Receiving Party to prove applicability of any such exclusions.
",8/21/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
13,"Return. Upon termination of this Agreement or upon earlier request by Disclosing Party, Receiving Party will promptly return to Disclosing Party or destroy all documents, other written information and tangible information obtained from Disclosing Party containing Confidential Information without retaining any copies thereof. Upon request by Disclosing Party, the Receiving Party will certify this action in writing.
",8/22/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
6,"Warranty. All Confidential Information is provided “as is” and without any representations or warranties.  Disclosing Party shall not be liable for the accuracy or completeness of the Confidential Information at the time of delivery, nor will it make any representation or warranty, express or implied, as to accuracy or completeness of the Confidential Information. Neither Disclosing Party nor any of its officers, directors, employees, stockholders, owners, Affiliates, agents or representatives will have any liability to Receiving Party or any other person resulting from use of Confidential Information. 
",8/23/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
7,"Governing Law and Remedies.  Either Party shall have the right to seek injunctive relief for a breach of confidentiality without the necessity of proving actual damages.  Any controversy or claim arising out of or relating to this Agreement shall be construed and governed in accordance with the laws of the Commonwealth of Pennsylvania, without giving effect to any principles of conflicts of law. 
",8/24/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
4,"No Other Rights Granted. Nothing in this Agreement, its provisions or the transactions, obligations and relationships contemplated hereby shall, in and of itself, constitute any party to this Agreement as the agent, employee or legal representative for the other Party hereto for any purpose whatsoever, nor shall any Party to this Agreement hold itself out as such. This Agreement does not create and shall not be deemed to create a relationship of partners, joint ventures, associates or principal and agent between the Parties hereto, and the Parties acknowledge that they each are acting as principals hereunder. 
",8/25/2020,,"Armstrong World Industries, Inc.","ThoughtSpot, Inc."
1,"Each party will, in its sole discretion, disclose to the other party certain Confidential Information in connection with a potential business relationship to be entered into between the parties (the “Purpose”).  “Confidential Information” means all information of a party hereto or any third-party information included with, or incorporated in, any information provided by a party hereto of a confidential and proprietary or trade secret nature whether furnished to Recipient in oral, written, graphic or electronic form, or which Recipient otherwise learns or observes during the course of its relationship with Discloser. Confidential Information includes, but is not limited to, software (source code and object code),  designs, inventions, ideas, applications, data, processes, techniques, work in process, “know-how,” product plans, consulting materials, company plans, marketing plans, strategic plans, business policies and financial information, all notes, analyses, compilations, reports, forecasts, studies, samples, data, statistics, summaries, interpretations and other materials derived from any of the above, and other information which has value because it is not generally known and that Discloser uses reasonable efforts to protect. “Discloser” means the party disclosing its Confidential Information to Recipient. “Recipient” means the party receiving the Confidential Information of Discloser.
",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
4,"The obligations of confidentiality set forth herein shall not apply to Confidential Information that: (a) is or becomes available to the general public through no act or omission by Recipient in breach of this Agreement; (b) is in Recipient’s possession prior to disclosure by Discloser; (c) is disclosed to Recipient by a third party having no obligation of confidentiality to Discloser to hold the Confidential Information of Discloser in confidence; or (d) is, or has been developed by, Recipient independent of, and without reference to, the Confidential Information of Discloser, as evidenced by written records. The parties hereby agree that Confidential Information shall not be deemed “available to the general public” merely because features of the Confidential Information may be found separately or within a general disclosure available to the general public.",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
2,"Recipient will hold Discloser’s Confidential Information in strict confidence, and except with the express written consent of Discloser, will not disclose, directly or indirectly, such Confidential Information to any third parties.   Recipient will use the Confidential Information only for the Purpose and will not use such Confidential Information for its own benefit. Recipient shall limit the disclosure of Confidential Information received from Discloser to only those employees having a need to know about the same in order to further the Purpose and who have obligations of confidentiality and non-use to Recipient at least as restrictive as those set forth in this Agreement.  Recipient shall be responsible for any breach of this Agreement by such employees and for any claims, losses, liabilities and damages resulting therefrom.  Recipient shall protect the confidentiality of the Confidential Information of Discloser in the same manner that it protects the confidentiality of Recipient’s own Confidential Information of like kind, but in no event shall Recipient exercise less than reasonable care in protecting Discloser’s Confidential Information. Recipient further agrees, at its sole expense, to take all reasonable measures, including but not limited to instituting and maintaining legal proceedings, to restrain Recipient's employees from unauthorized disclosure or use of any Confidential Information.  Recipient shall not remove any copyright, confidentiality or proprietary notice from the Confidential Information of Discloser, if applicable.  Notwithstanding any provision in this Agreement to the contrary, Recipient may disclose the Confidential Information of Discloser or portions thereof to the extent legally required to comply with an order of a court or governmental agency of competent jurisdiction; provided, however, that, prior to disclosing any Confidential Information to such court or governmental agency, Recipient shall give Discloser prior written notice to permit Discloser to challenge such order, and upon the request, and at the expense of, Discloser, reasonably cooperate with Discloser in contesting such disclosure or in seeking confidential treatment of the Confidential Information.  Recipient shall comply with any applicable protective order or equivalent and shall disclose only so much Confidential Information of Discloser as is legally required as advised by Recipient's legal counsel. No Confidential Information or technology of Discloser may be removed from the United States by Recipient without compliance with applicable U.S. export laws.
",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
16,"Except as otherwise provided herein, the obligations of the parties under this Agreement shall continue for a period of five (5) years from the date of each disclosure; provided, however, that, the obligation of the parties as it relates to trade secret(s) of the other party shall remain in effect for so long as the Confidential Information qualifies as a trade secret under applicable law.
",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
5,"All Confidential Information furnished by Discloser to Recipient and all intellectual property of Discloser (whether or not considered Confidential Information) shall be and remain the exclusive property of Discloser.  In no event shall the providing of or disclosing of Confidential Information or intellectual property of Discloser to Recipient be deemed to grant to Recipient any right, license or privilege of any kind or nature whatsoever in or to the Confidential Information or any intellectual property of Discloser. Recipient shall not (a) modify or create any derivative works of the Confidential Information or any intellectual property of Discloser or (ii) decompile, reverse engineer, or otherwise attempt to determine the properties or components of the Confidential Information or intellectual property of Discloser.   Upon request by Discloser, Recipient shall immediately destroy or return to Discloser: (i) all Confidential Information, (ii) all documents, other written information and tangible objects obtained from Discloser containing Confidential Information, and (iii) all documents and other items, by whomever or whenever made, which contain or are derived from Discloser’s Confidential Information or technology, without retaining any copies thereof. If, upon request of Discloser, Recipient destroys the Confidential Information, an authorized representative of Recipient shall certify same to Discloser.
",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
8,"Each party acknowledges and agrees that money damages may not be an adequate remedy for any breach of this Agreement and that the non-breaching party shall be entitled to seek equitable relief, including an injunction and specific performance, in the event of any breach or threatened breach of this Agreement, in addition to any other remedies available to such party at law or in equity.
",,,"APEX Analytix, LLC","ThoughtSpot, Inc.
"
1,"1.     Scope  of   Agreement.     This   Agreement   applies   to   all information about Provider and Provider’s business provided to or obtained  by  Recipient  and  not  generally  known  to  the  public,
whether or not such information is specifically identified as confidential, including without limitation information provided in written, oral or electronic form or obtained through reviews of products, tours or demonstrations, relating to Provider or its employees, businesses, processes or methods, specifications, products, product designs or materials, research, development, testing, production, marketing, business planning, financial information, customer or supplier information, and the like, including information discussed or received prior to the Effective Date, the existence of this Agreement and the fact that information has been made available to Recipient (collectively “Information”).
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
14,"2.     Purpose.      Recipient   will  use   the  Information  for  the exclusive purpose of conducting business with Provider (or evaluating
the possibility of conducting business with Provider) and will not use the Information for any other purpose.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
2,"3.        Limited Disclosure.  Recipient will not transfer or assign the
Information or any portion of the Information to any individual, firm
or  organization  in  any  manner,  including  without  limitation  by
operation of law, without Provider’s prior written permission, except that: (a) Recipient may disclose Information to its officers, directors and employees on a need-to-know basis after explaining Recipient’s obligations   under   this   Agreement  to   such   individuals;   and   (b) Recipient may disclose Information to third-party advisors on a need- to-know basis, provided that before disclosure to any third-party advisor, Recipient will have a written agreement with that party sufficient to require that party to treat Information in accordance with this Agreement.   Recipient will be liable for any breach of this Agreement  by  any  individual,  firm  or  organization  to  whom  it discloses Information.
4.     Standard of Care.  Recipient will protect the Information by using the same degree of care as Recipient uses to prevent the unauthorized disclosure of its own confidential information, but no less than a reasonable degree of care.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
4,"5.     Exceptions to Obligations.   Recipient’s obligations of non- use and nondisclosure under this Agreement will not apply to any Information which: (a) has become generally known to the public
through no fault of Recipient; or (b) was known to Recipient before it was obtained from Provider; or (c) has been disclosed to Recipient free of any obligations of confidentiality by a third party who has a right to disclose such Information and did not derive the Information from Provider; or (d) has been independently developed by Recipient without the use of any Information and by individuals who do not have access to the Information.  Recipient has the burden of proof to demonstrate that such Information falls within one of the exceptions listed above.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
4,"6.     Limitations on Agreement.  Nothing in this Agreement will be construed or considered: (a) to grant Recipient any rights under any patents, trademarks, copyrights or other intellectual property of Provider; or (b) to permit use of the Information in any way not directly related to the purpose described in Section 2 above. Disclosure of Information pursuant to this Agreement is not “publication” for patent or copyright purposes or a release of Information into the public domain.   No partnership or agency relationship is created by this Agreement.   Neither party has an obligation by virtue of this Agreement to purchase any products or services from the other party or enter into any business relationship.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
5,"7.     Samples, Software and Materials.   Recipient may be given access to Information contained in the form of samples, software, materials and the like (collectively “Samples”).  Recipient agrees not to  analyze  or  reverse  engineer  or  have  a  third  party  analyze  or reverse engineer Samples, unless specifically requested by Provider in writing to do so.  Immediately upon Provider’s request, Recipient will destroy or return to Provider all remaining Samples, regardless of condition.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
13,"8.     Return of Information.   Promptly upon Provider’s request, Recipient will destroy or return to Provider all documents containing Information   and   will   delete   all   electronic   documents   or   files containing Information.  If Recipient has included Information in any of its internally prepared documents, Recipient will not be obligated to return those documents to Provider, provided that Recipient: (a) collects and segregates all such documents; or (b) destroys all such documents; and, in either case (c) certifies in writing to Provider that the appropriate action has been taken.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
7,"9.     Judicial or Administrative Action.  In the event Recipient is required by law or judicial or administrative process to disclose Information,  Recipient  will:  (a)  promptly  notify  Provider;  (b) cooperate as reasonably requested by Provider if Provider elects to oppose such disclosure; and (c) at Provider’s cost and expense, take all reasonable steps necessary to limit disclosure and obtain a protective order prior to disclosure.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
8,"10.  Injunctive Relief.  Recipient agrees that a violation of this Agreement may cause irreparable harm to Provider and that Provider will be entitled to injunctive relief and specific performance, in addition to any other remedies available at law or in equity.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
6,"11. Disclaimer of Warranty.   Provider provides Information without warranties of any kind, and will not be liable for any damages arising out of the use of Information disclosed under this Agreement.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
1,"Definitions and Interpretation
Definitions
In this agreement:

'Business Day' means any day other than a Saturday, Sunday or statutory, public, bank or civic holiday at the place where the notice is sent.

'Disclosing Party' means the party to this agreement that is acting in the capacity of disclosing or having disclosed Information to the other party.

'Information' means all information (whether oral or in tangible form, stored in computerised, electronic, disk, tape, microfilm or other form or derived from physical inspection of assets, properties or facilities) provided by the Disclosing Party or its Representatives, and all analyses, compilations, data, studies or other documents or records prepared by the Recipient or its Representatives containing or based, in whole or in part, upon any such information, and each item thereof. The term 'Information' does not include information that:

(i) 	is already in the Recipient's possession from a source other than the Disclosing Party or its Representatives, if the possession of such information is not known to the Recipient or its Representatives to be subject to another confidentiality agreement with, or other obligations of secrecy or fiduciary responsibility to, the Disclosing Party or its Representatives, or 

(ii)	becomes available to the Recipient on a non-confidential basis from a source other than the Disclosing Party or its Representatives, which source to the knowledge of the Recipient and its Representatives is not:

(A)	bound by a confidentiality agreement or other obligation of secrecy to the Disclosing Party or its Representatives; or

(B)	otherwise under an obligation of secrecy to the Disclosing Party or its Representatives, or 

(iii)	is in the public domain for any reason other than as a result of a breach of this agreement by the Recipient or its Representatives, or

(iv)	is independently developed by Recipient without using or referencing any Confidential Information of the Disclosing Party.
.

'Person' includes an individual, body corporate, partnership, joint venture, association, trust, unincorporated organisation and any other entity recognised by law.

'Recipient' means the party to this agreement that is receiving or has received Information from the other party.

'Representatives' means:

(i)	the affiliates of a party;

(ii)	the directors, officers, employees, agents, solicitors, accountants, consultants, financial advisers of a party and its affiliates; and 

(iii)	all other persons acting for or in conjunction with a party in connection with the Transaction.

Interpretation
In this agreement:

(i)	the singular includes the plural and vice versa, and a gender includes other genders;

(ii)	another grammatical form of a defined word or expression has a corresponding meaning;

(iii)	a reference to a clause or paragraph is to a clause or paragraph of this agreement; 

(iv)	the meaning of general words is not limited by specific examples introduced by including, for example or similar expressions;

(v)	any agreement, representation, warranty or indemnity by two or more parties (including where two or more persons are included in the same defined term) binds them jointly and severally; 

(vi)	any agreement, representation, warranty or indemnity in favour of two or more parties (including where two or more persons are included in the same defined term) is for the benefit of them jointly and severally;

(vii)	a rule of construction does not apply to the disadvantage of a party because the party was responsible for the preparation of this agreement or any part of it; and 

(viii)	any reference in this agreement to a number preceded by the words 'Sourcing no.', is included only to identify the Supplier within the Company's supplier management systems and does not comprise part of the Supplier's name or other formal identifiers (such as a registration or company number).",,,"Andersen Corporation","ThoughtSpot, Inc.
"
2,"Recipient's obligations
The Recipient must

(a)	keep the Information confidential;

(b)	not disclose the Information without the prior written consent of the Disclosing Party, except as permitted in paragraph 3, paragraph 4 or paragraph 5;

(c)	not use the Information, directly or indirectly, for any purpose other than to evaluate the Transaction; and

(d)	ensure that its Representatives observe and perform all of the Recipient's obligations as if they had signed this agreement.

Disclosure to representatives	
The Recipient may disclose the Information to its Representatives subject to the condition that they:

(a)	need to know the Information for the purpose of evaluating the Transaction; 

(b)	are informed by the Recipient of the confidential nature of the Information; and 

(c)	are obliged to observe the restrictions set out in this agreement.

The Recipient is responsible for any breach of the provisions of this agreement by any of its Representatives.  ",,,"Andersen Corporation","ThoughtSpot, Inc.
"
7,"Disclosure required by law
If the Recipient, its affiliates or anyone to whom the Recipient discloses the Information pursuant to this agreement is required by law, regulation or the rules of any stock exchange on which that entity's shares are traded to disclose any of the Information, the Recipient must provide the Disclosing Party with prompt written notice.  In appropriate circumstances, the Disclosing Party may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this agreement, and the Recipient must consent to and assist the Disclosing Party in obtaining any protective order or other appropriate remedy that the Disclosing Party or any of its affiliates may seek for the purpose of preventing disclosure of any of the Information; provided, however, that nothing in this agreement prevents the Recipient, its affiliates or its Representatives from complying with their respective legal obligations or imposes liability on them for doing so.  If the Recipient, its affiliates or Representatives makes any disclosure pursuant to this paragraph, they must disclose only that portion of the Information which they are legally required to disclose.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
13,"Records
The Recipient must keep a record of each location at which Information is kept, and which Information is kept at each location.  If no transaction between the Recipient and the Disclosing Party is effected after the Information is furnished to the Recipient, or if the Disclosing Party so requests at any time for any reason whatever, the Recipient must promptly and, in any event, within five Business Days of receipt of a written request from the Disclosing Party, deliver to the Disclosing Party or, at the option of the Recipient, destroy, all Information in tangible form, and so far as it is reasonably practicable to do so, delete any Information from any computer, word processor or other device in the possession, custody or control of the Recipient or its Representatives.  The Recipient and its Representatives are not required to delete or alter back-up copies of computer files created in the ordinary course of business, although if such copies are restored from back-up files after the Disclosing Party has requested their return or destruction, they must be immediately deleted except to the extent permitted by paragraph 5.  The undertakings in this paragraph to return or destroy information shall not apply to Information which the Recipient or its Representatives must retain under any applicable law, rule or regulation, including the rules of a professional body.  The Recipient must deliver to the Disclosing Party a certificate confirming in writing its compliance with this paragraph.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
8,"Damages not an adequate remedy
The Recipient acknowledges that a breach of any of the obligations or provisions contained herein would cause the Disclosing Party or its affiliates to suffer loss which could not be adequately compensated for by damages and that any of such companies may, in addition to any other remedy or relief, enforce the performance of this agreement by injunction or specific performance upon application to a court of competent jurisdiction without proof of actual or special damage and notwithstanding that in any particular case damages may be readily quantifiable, and the Recipient must not plead sufficiency of damages as a defence in the proceeding for such injunctive relief.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
16,"
Period of confidentiality
The obligations of the Recipients under this agreement continue to apply for a period of two three (32) years from the date of disclosure of the Information. 
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
1,"interpretation 
Definitions
In this Agreement, unless the contrary intention appears:
Confidential Information means:
the existence of the Proposal, and the fact that either ANZ or the Counterparty is giving consideration to the Proposal;
information of:
(i)	the Discloser; or
(ii)	the Related Bodies Corporate of the Discloser,
including, without limitation, information disclosed or supplied by or on behalf of the Discloser to the Recipient, whether orally or visually or in documentary or electronic form, relating to any aspect of the Proposal; and
any notes, records, copies, derivations, modifications, summary or application made by the Recipient of the Information referred to in the rest of this definition,
whether or not such Information was disclosed by the Discloser to the Recipient before or after the date of this Agreement, but excludes Information of the Discloser to the extent that the Recipient is able to establish that such Information:
is part of the public domain or readily available in the public domain by reason of general publication that is not an unauthorised disclosure or otherwise a breach of confidence; 
was in the lawful possession of the Recipient prior to disclosure by the Discloser; or
was independently generated by the Recipient without reference to, or use of, Information which falls within one of the categories of Confidential Information described in paragraphs (b) or (c) above.
Discloser means:
(a)	ANZ, in relation to Confidential Information disclosed by ANZ to the Counterparty; and
(b)	the Counterparty, in relation to Confidential Information disclosed by the Counterparty to ANZ.
Enhancement means, in relation to Information, any improvement to, or enhancement, development or modification of, the Information whatsoever.
Information means any:
information, concept, idea, research, record, material, document, documentation, analysis, data, sample, note, drawing, diagram, plan, artwork, design, specification, source code, development, algorithm, user manual, software (in whatever stage of development), ‘know-how’ or computer output;
patent, copyright or trademark now existing or pending following application;
flowchart, procedure, pattern, model, process, method, technique, material, market analysis, customer names, customer information, pricing information or financial information;
method of production, use, operation or application of any Information; or
Enhancement,
whether or not:
in writing; 
considered alone or incorporating any other Information; or
of a business, commercial, financial, technical, computing, marketing, consulting or other nature. 
Law means any applicable law, legislation, regulation, order, notice or rule of any court, tribunal, governmental agency (including prudential regulator or ombudsman) or stock exchange.
by, disclosed to, or accessed by the Recipient in connection with this Agreement. 
Proposal means the proposal or transaction described in the Schedule and includes any project or relationship between the parties, arising from that proposal or transaction.
Recipient means:
(a)	ANZ, in relation to Confidential Information received by ANZ from the Counterparty; and
(b)	the Counterparty, in relation to Confidential Information received by the Counterparty from ANZ.
Related Body Corporate has the meaning given in the Corporations Act 2001 (Cth).
Representative of a party includes any person who, at any time during the term of this Agreement, is or has been a director, officer, employee, contractor, sub-contractor, auditor, consultant, professional adviser (including legal and financial adviser), partner, agent or joint venturer of that party or of a Related Body Corporate of that party.",,,"Andersen Corporation","ThoughtSpot, Inc.
"
2,"disclosure and use
Subject to clause 3 of this Agreement, in consideration of the Discloser disclosing Confidential Information to the Recipient and other valuable consideration acknowledged as received by the Recipient, the Recipient agrees that it will:
use the Confidential Information exclusively in connection with the Proposal and for no other purpose; and 
keep all Confidential Information in confidence, and will not disclose the Confidential Information to any person except:
to such directors, officers or employees of the Recipient as required for the purposes of the Proposal and who are aware that the Confidential Information must be kept confidential in accordance with the terms of this Agreement;
to contractors, sub-contractors, consultants, professional advisers or associates of the Recipient to whom the Confidential Information is disclosed in connection with their involvement with the Proposal, and who owe a duty of confidentiality to the Recipient and are aware of the Recipient’s obligations under this Agreement;
with the prior written consent of the Discloser;
to the extent:
permitted by clause 5 or 6 of this Agreement;
required to defend itself in any proceeding being brought or threatened against it at the time the Confidential Information must be returned or destroyed;
required for its own reasonable internal credit, risk, insurance, taxation or record-keeping purposes;
it is contained in back up tapes made by the Recipient in the ordinary course of its business which are not capable of ready search and deletion; or 
it is an electronic record made by the Recipient in the ordinary course of its business which is captured by automated document retention procedures designed to allow the Recipient to comply with document retention Laws.
A breach by any person referred to in clause 2(a)(ii)A or 2(a)(ii)B of any obligation or undertaking referred to in this clause 2 does not release the Recipient from any of its obligations under this Agreement and the Recipient is responsible and liable for any such breach.  
ANZ AUTHORISED DISCLOSURE
The Counterparty acknowledges that ANZ and any Related Body Corporate of ANZ (collectively, ANZ Group) will not be restricted from disclosing any information relating to the Counterparty or this Agreement (including a copy of this Agreement and any information relating to discussions, negotiations, terms or conditions, performance or non-performance related to this Agreement) to any third party contractors of a member of the ANZ Group where that third party contractor provides business process outsourcing services and requires access to the information to allow a member of the ANZ Group to receive the business process outsourcing services provided by that third party contractor, provided that ANZ:
discloses the information on a need to know basis only, including ensuring that the relevant third party contractor has in place logical and physical segregation to ensure information is not disclosed beyond the specific individuals responsible for the provision of the third party services to the member of the ANZ Group; and
ensures that the relevant third party contractor is bound by confidentiality provisions substantially in accordance with this Agreement.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
5,"reverse engineering
The Recipient must not directly or indirectly attempt to reverse engineer, decrypt, disassemble, decompile, decipher or reconstruct in any way the Confidential Information of the Discloser. ",,,"Andersen Corporation","ThoughtSpot, Inc.
"
13,"return or destruction of confidential information
At the request of the Discloser, the Recipient must as soon as possible at its own expense:
deliver to the Discloser, or destroy, all Confidential Information in the possession, power or control of the Recipient or its Representatives (whether or not it was created by the Recipient or Representatives); and
delete any Confidential Information that has been entered into a computer, database or other electronic means or information storage by or on behalf of the Recipient or its Representatives (whether or not it was created by the Recipient or Representatives).
Clause 5(a) will not apply to any Confidential Information to the extent that:
the Recipient or its Representative is required by Law to retain a copy of the Confidential Information;
such Confidential Information forms part of the board papers or minutes, board committee or audit committee papers or minutes of the Recipient or a Related Body Corporate of the Recipient; or
such Confidential Information is stored in electronic back-up tapes or records maintained in the ordinary course of the Recipient’s or its Representatives’ businesses and which are not readily capable of search or destruction.
As soon as the return or destruction of the documents or other materials has taken place in accordance with this clause 5, if requested by the Discloser, an appropriately authorised representative of the Recipient must confirm to the Discloser in a form and substance reasonably satisfactory to the Discloser that:
to the best of the Recipient’s knowledge, all of the documents and other materials required to be returned or destroyed pursuant to this clause 5 have been so returned or destroyed; and
if any further documents or other materials required to be returned or destroyed pursuant to this clause 5 are found, they will be so returned or destroyed.
The return or destruction of Confidential Information does not release the Recipient from its obligations pursuant to this Agreement. 
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
7,"disclosures required by law
This Agreement does not prohibit any disclosure of Confidential Information by the Recipient to the extent that the Recipient is required to disclose that Confidential Information by Law. The Recipient will immediately notify the Discloser if the Recipient is requested or required to disclose any Confidential Information under any Law, including, but not limited to, as part of any legal proceedings or by any regulatory authority.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
4,"no rights
Except as may be otherwise expressly set out in this Agreement or agreed in writing between the parties, the Recipient agrees that no right, licence or property is granted by or in this Agreement to the Recipient in relation to any part of the Confidential Information of the Discloser.
Nothing in this Agreement will obligate the Discloser to disclose its Confidential Information to the Recipient.
Nothing in this Agreement will constitute an offer or obligate either party to proceed with the Proposal or to enter any transaction.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
8,"remedies 
Each party, where that party is the Discloser, is entitled to relief and remedies at Law or in equity including, but not limited to, injunctive relief and specific performance in the event of any breach or anticipated breach of this Agreement without having to prove any actual damage and that a remedy of damages would not constitute an adequate remedy for any breach of this Agreement.
of any complaint or investigation under, or relating to, any applicable Laws.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
16,"term and termination
Subject to written agreement between the parties, this Agreement will be binding on both parties for the period of time commencing on the date of this Agreement and ending on the date that the Discloser advises the Recipient that the Discloser no longer considers any of the Confidential Information to be confidential.
Subject to written agreement between the parties, clauses 2, 3, 4,  5, 6, 7, 8, 9(b), 10.1 and 10.2 of this Agreement, and any accrued rights under this Agreement, survive any termination of this Agreement.
",,,"Andersen Corporation","ThoughtSpot, Inc.
"
14,"Background. The Parties intend to engage in discussions concerning a possible business relationship and each Party may disclose or deliver to the other Party and its directors, officers, employees, agents or advisors (collectively, “Representatives”) confidential information to enable the other Party to evaluate the feasibility of the business relationship, and to perform its obligations under related agreements (the “Purpose”). The Parties have entered into this Agreement to assure the confidentiality of such information. As used herein, the Party disclosing Proprietary Information is referred to as the “Disclosing Party” and the Party receiving such Proprietary Information is referred to as  “Recipient.”
",,,"ANALOG DEVICES, INC.	",
